CODIGO ORDEN DE SERVICIO,DENOMINACION DEL SERVICIO,TIPO DE INTERVENCION,CODIGO ENTIDAD,ENTIDAD,REGION,PROVINCIA,DISTRITO,¿TIENE SITUACIONES DE INCUMPLIMIENTO?,N° INFORME DE CONTROL,TIPO DE VISITA,VALOR REFERENCIAL MONTO,MONTO ADJUDICADO,CANTIDAD SITUACION ADVERSAS,SITUACION ADVERSAS 1,SITUACION ADVERSAS 2,SITUACION ADVERSAS 3,SITUACION ADVERSAS 4,SITUACION ADVERSAS 5,SITUACION ADVERSAS 6,FECHA VISITA,MES DE VISITA,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,328,MUNICIPALIDAD PROVINCIAL DE CHACHAPOYAS,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,SI,12410-2021-CG/PC-SOO,NO PRECISA,," S/         5,759,632.78",1,La entidad no actualiza el SMV,,,,,,19/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,469,MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SI,12411-2021-CG/PC-SOO,NO PRECISA,," S/         1,706,927.06",1,La entidad no actualiza el SMV,,,,,,19/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,396,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SI,11210-2021-CG/PC-SOO,NO PRECISA,,4770000,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,333,MUNICIPALIDAD PROVINCIAL DE BOLOGNESI,ANCASH,BOLOGNESI,CHIQUIAN,SI,12438-2021-CG/PC-SOO,NO PRECISA,,1998368.77,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,440,MUNICIPALIDAD PROVINCIAL DE MARISCAL RAMÓN CASTILLA,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,SI,12425-2021-CG/PC-SOO,NO PRECISA,,1259788.75,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,396,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SI,12437-2021-CG/PC-SOO,NO PRECISA,,1022856,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,459,MUNICIPALIDAD PROVINCIAL DE CHUCUITO,PUNO,CHUCUITO,JULI,SI,12424-2021-CG/PC-SOO,NO PRECISA,,1909331.2,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,451,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,PIURA,HUANCABAMBA,HUANCABAMBA,SI,12421-2021-CG/PC-SOO,NO PRECISA,,1605032,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,451,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,PIURA,HUANCABAMBA,HUANCABAMBA,SI,12426-2021-CG/PC-SOO,NO PRECISA,,1525760.2,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,451,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,PIURA,HUANCABAMBA,HUANCABAMBA,SI,12420-2021-CG/PC-SOO,NO PRECISA,,1144320.15,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,355,MUNICIPALIDAD PROVINCIAL DE CARAVELI,AREQUIPA,CARAVELI,CARAVELI,SI,12435-2021-CG/PC-SOO,NO PRECISA,,2573505.7,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,2755,MUNICIPALIDAD PROVINCIAL DE CARLOS FERMIN FITZCARRALD,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SI,12441-2021-CG/PC-SOO,NO PRECISA,,852380,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,446,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,SI,12455-2021-CG/PC-SOO,NO PRECISA,,3794121.6,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,380,MUNICIPALIDAD PROVINCIAL DE ACOMAYO,CUSCO,ACOMAYO,ACOMAYO,SI,12404-2021-CG/PC-SOO,NO PRECISA,,931480.86,1,La entidad no actualiza el SMV,,,,,,10/06/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,396,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SI,12537-2021-CG/PC-SOO,NO PRECISA,,1505000,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,356,MUNICIPALIDAD PROVINCIAL DE CASTILLA,AREQUIPA,CASTILLA,APLAO,SI,12566-2021-CG/PC-SOO,NO PRECISA,,5061074.28,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,2755,MUNICIPALIDAD PROVINCIAL DE CARLOS FERMIN FITZCARRALD,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SI,12443-2021-CG/PC-SOO,NO PRECISA,,1397903.2,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,416,MUNICIPALIDAD PROVINCIAL DE YAULI,JUNIN,YAULI,LA OROYA,SI,12533-2021-CG/PC-SOO,NO PRECISA,,1444272.67,1,La entidad no actualiza el SMV,,,,,,11/06/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,3821,MUNICIPALIDAD PROVINCIAL DE CHUPACA,JUNIN,CHUPACA,CHUPACA,SI,12661-2021-CG/PC-SOO,NO PRECISA,,823808,1,La entidad no actualiza el SMV,,,,,,11/06/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,463,MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,SI,12491-2021-CG/PC-SOO,NO PRECISA,,1030356.8,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,446,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,SI,12478-2021-CG/PC-SOO,NO PRECISA,,1481243.2,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,442,MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,SI,12579-2021-CG/PC-SOO,NO PRECISA,,388916.4,1,La entidad no actualiza el SMV,,,,,,14/06/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,356,MUNICIPALIDAD PROVINCIAL DE CASTILLA,AREQUIPA,CASTILLA,APLAO,SI,12539-2021-CG/PC-SOO,NO PRECISA,,5250660.8,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,406,MUNICIPALIDAD PROVINCIAL DE ICA,ICA,ICA,ICA,SI,12587-2021-CG/PC-SOO,NO PRECISA,,2112197.6,1,La entidad no actualiza el SMV,,,,,,17/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,406,MUNICIPALIDAD PROVINCIAL DE ICA,ICA,ICA,ICA,SI,12589-2021-CG/PC-SOO,NO PRECISA,,2242645.6,1,La entidad no actualiza el SMV,,,,,,17/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,456,MUNICIPALIDAD PROVINCIAL DE TALARA,PIURA,TALARA,PARIÑAS,SI,12570-2021-CG/PC-SOO,NO PRECISA,,1227425.76,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,448,MUNICIPALIDAD PROVINCIAL DE OXAPAMPA,PASCO,OXAPAMPA,OXAPAMPA,SI,12614-2021-CG/PC-SOO,NO PRECISA,,3949828.41,1,La entidad no actualiza el SMV,,,,,,17/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,440,MUNICIPALIDAD PROVINCIAL DE MARISCAL RAMÓN CASTILLA,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,SI,12536-2021-CG/PC-SOO,NO PRECISA,,"S/ 1 215 493,88",1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,440,MUNICIPALIDAD PROVINCIAL DE MARISCAL RAMÓN CASTILLA,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,SI,12538-2021-CG/PC-SOO,NO PRECISA,,"S/ 2 275 002,22",1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,463,MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,SI,12565-2021-CG/PC-SOO,NO PRECISA,,886475.2,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,456,MUNICIPALIDAD PROVINCIAL DE TALARA,PIURA,TALARA,PARIÑAS,SI,12578-2021-CG/PC-SOO,NO PRECISA,,650535.65,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,356,MUNICIPALIDAD PROVINCIAL DE CASTILLA,AREQUIPA,CASTILLA,APLAO,SI,12568-2021-CG/PC-SOO,NO PRECISA,,7841896,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,456,MUNICIPALIDAD PROVINCIAL DE TALARA,PIURA,TALARA,PARIÑAS,SI,12577-2021-CG/PC-SOO,NO PRECISA,,556433.67,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,404,MUNICIPALIDAD PROVINCIAL DE PACHITEA,HUANUCO,PACHITEA,PANAO,SI,12594-2021-CG/PC-SOO,NO PRECISA,,1702000,1,La entidad no actualiza el SMV,,,,,,17/05/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA PUBLICADO EN SU PORTAL INSTITUCIONAL EL AVANCE MENSUAL DE LOS SERVICIOS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO, ASÍ COMO EL USO DE LOS RECURSOS ASIGNADOS MEDIANTE DECRETO DE URGENCIA N° 070-2020; SITUACIÓN QUE AFECTA LA TRANSPARENCIA, EL ACCESO A LA INFORMACIÓN PÚBLICA Y EL CONTROL SOCIAL POR PARTE DE LA CIUDADANÍA.",DU_070,459,MUNICIPALIDAD PROVINCIAL DE CHUCUITO,PUNO,CHUCUITO,JULI,SI,12563-2021-CG/PC-SOO,NO PRECISA,,1977521.6,1,La entidad no actualiza el SMV,,,,,,18/05/2021,,,,
